locus,gene,known_res,drug,r_carrier,s_carrier,n_rare_variants,n_total_variants,OR,p,product,p_corrected,significant
Rv0792c,Rv0792c,False,,4,8,7,7,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv0794c,Rv0794c,False,,3,5,8,8,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0797,Rv0797,False,,16,13,27,31,1.2867132867132867,0.6400572375159791,,0.9454178779142275,False
Rv0798c,cfp29,False,,4,1,5,5,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv0799c,Rv0799c,False,,2,3,4,5,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0800,pepC,False,,4,2,4,5,2.0,0.6748567641704906,,0.9516178317360338,False
Rv0801,Rv0801,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0802c,Rv0802c,False,,0,2,1,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0803,purL,False,,4,11,8,9,0.26737967914438504,0.043743328287505975,,0.33514088463950475,False
Rv0804,Rv0804,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0805,Rv0805,False,,1,8,4,4,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv0806c,cpsY,False,,0,6,5,6,0.0,0.010514352149631367,,0.16789810076776215,False
Rv0808,purF,False,,2,3,5,7,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0809,purM,False,,2,1,3,4,1.9444444444444444,1.0,,1.0,False
Rv0811c,Rv0811c,False,,0,3,3,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0812,Rv0812,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0813c,Rv0813c,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv0815c,cysA2,False,,6,1,4,5,6.5625,0.10800778464713234,,0.45614703969108017,False
Rv0816c,thiX,False,,4,4,5,6,0.9411764705882353,1.0,,1.0,False
Rv0817c,Rv0817c,False,,2,1,2,2,1.9444444444444444,1.0,,1.0,False
Rv0818,Rv0818,False,,1,0,1,2,inf,1.0,,1.0,False
Rv0819,mshD,False,,2,2,3,3,0.9444444444444444,1.0,,1.0,False
Rv0820,phoT,False,,2,3,5,6,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0821c,phoY2,False,,1,0,1,2,inf,1.0,,1.0,False
Rv0822c,Rv0822c,False,,3,2,6,7,1.457142857142857,1.0,,1.0,False
Rv0823c,Rv0823c,False,,2,6,7,8,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv0824c,desA1,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0825c,Rv0825c,False,,7,6,7,9,1.1290322580645162,1.0,,1.0,False
Rv0826,Rv0826,False,,1,8,5,5,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv0827c,kmtR,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0828c,Rv0828c,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0830,Rv0830,False,,4,3,7,7,1.2941176470588236,1.0,,1.0,False
Rv0831c,Rv0831c,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0832,PE_PGRS12,False,,3,3,6,7,0.9428571428571428,1.0,,1.0,False
Rv0833,PE_PGRS13,False,,18,20,36,39,0.72,0.49649355528502637,,0.8381284064216279,False
Rv0834c,PE_PGRS14,False,,9,19,29,32,0.2776769509981851,0.01596076518217725,,0.22188593165026807,False
Rv0835,lpqQ,False,,2,3,4,5,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0836c,Rv0836c,False,,2,1,2,3,1.9444444444444444,1.0,,1.0,False
Rv0837c,Rv0837c,False,,3,5,3,4,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0838,lpqR,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0839,Rv0839,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0840c,pip,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv0841,Rv0841,False,,2,6,4,4,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv0842,Rv0842,False,,0,3,3,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0843,Rv0843,False,,1,5,3,3,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv0844c,narL,False,,4,6,5,6,0.5882352941176471,0.510241335444982,,0.855227202908965,False
Rv0845,Rv0845,False,,6,4,6,7,1.5,0.7366003820880577,,0.9993296419832239,False
Rv0846c,Rv0846c,False,,5,4,7,7,1.2121212121212122,1.0,,1.0,False
Rv0847,lpqS,False,,1,6,2,2,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv0848,cysK2,False,,1,3,4,6,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0849,Rv0849,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv0851c,Rv0851c,False,,1,3,3,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0852,Rv0852,False,,0,9,3,3,0.0,0.0008517892435051351,,0.06869534272428701,False
Rv0853c,pdc,False,,0,3,2,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0854,Rv0854,False,,0,3,4,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0855,far,False,,1,1,2,4,0.9459459459459459,1.0,,1.0,False
Rv0856,Rv0856,False,,3,6,3,3,0.42857142857142855,0.30236222523016465,,0.7580439097884962,False
Rv0858c,dapC,False,,6,4,7,9,1.5,0.7366003820880577,,0.9993296419832239,False
Rv0859,Rv0859,False,,1,2,3,4,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0860,fadB,False,,5,5,7,9,0.9393939393939394,1.0,,1.0,False
Rv0861c,ercc3,False,,1,8,5,5,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv0862c,Rv0862c,False,,1,7,6,6,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv0863,Rv0863,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv0864,moaC2,False,,2,2,3,3,0.9444444444444444,1.0,,1.0,False
Rv0865,mog,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0866,moaE2,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv0867c,rpfA,False,,13,9,18,20,1.56,0.45106759613224623,,0.8335072200774719,False
Rv0868c,moaD2,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0869c,moaA2,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0870c,Rv0870c,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0871,cspB,False,,1,0,1,1,inf,1.0,,1.0,False
Rv0872c,PE_PGRS15,False,,4,10,11,13,0.3058823529411765,0.0774223109103874,,0.44046260022970984,False
Rv0873,fadE10,False,,3,5,8,8,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0874c,Rv0874c,False,,5,6,7,8,0.7575757575757576,0.751005048692617,,1.0,False
Rv0876c,Rv0876c,False,,2,7,5,5,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv0877,Rv0877,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0878c,PPE13,False,,2,9,9,10,0.16666666666666666,0.022647941045836978,,0.23308133225942204,False
Rv0881,Rv0881,False,,1,3,2,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0882,Rv0882,False,,1,5,3,3,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv0883c,Rv0883c,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv0884c,serC,False,,1,6,2,2,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv0885,Rv0885,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0886,fprB,False,,2,4,4,4,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv0887c,Rv0887c,False,,3,1,2,2,3.0,0.6150877869959483,,0.911193566611215,False
Rv0888,Rv0888,False,,2,13,5,6,0.09829059829059829,0.0011720809337903378,,0.06869534272428701,False
Rv0889c,citA,False,,6,5,6,6,1.1625,1.0,,1.0,False
Rv0890c,Rv0890c,False,,5,11,11,14,0.3443526170798898,0.09235171650592805,,0.45614703969108017,False
Rv0891c,Rv0891c,False,,4,3,6,7,1.2941176470588236,1.0,,1.0,False
Rv0892,Rv0892,False,,4,8,6,6,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv0893c,Rv0893c,False,,2,9,6,9,0.16666666666666666,0.022647941045836978,,0.23308133225942204,False
Rv0894,Rv0894,False,,2,7,6,6,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv0895,Rv0895,False,,2,2,3,3,0.9444444444444444,1.0,,1.0,False
Rv0896,gltA2,False,,3,6,5,5,0.42857142857142855,0.30236222523016465,,0.7580439097884962,False
Rv0897c,Rv0897c,False,,1,5,4,6,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv0899,arfA,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0900,arfB,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0901,arfC,False,,1,0,1,1,inf,1.0,,1.0,False
Rv0904c,accD3,False,,3,8,6,7,0.3,0.10829118978574412,,0.45614703969108017,False
Rv0905,echA6,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0906,Rv0906,False,,0,8,3,5,0.0,0.002007788931119247,,0.0900963514027561,False
Rv0907,Rv0907,False,,2,5,7,9,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv0908,ctpE,False,,1,6,3,4,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv0909,Rv0909,False,,0,5,1,2,0.0,0.023402912849179495,,0.23308133225942204,False
Rv0910,Rv0910,False,,1,0,1,1,inf,1.0,,1.0,False
Rv0911,Rv0911,False,,3,5,5,5,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0912,Rv0912,False,,1,0,1,1,inf,1.0,,1.0,False
Rv0913c,Rv0913c,False,,4,2,6,6,2.0,0.6748567641704906,,0.9516178317360338,False
Rv0914c,Rv0914c,False,,4,8,5,5,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv0915c,PPE14,False,,4,5,7,7,0.7294117647058823,0.7324847630581837,,0.9971806778192247,False
Rv0917,betP,False,,5,3,6,7,1.6666666666666667,0.7115031758470607,,0.9799062775360645,False
Rv0918,Rv0918,False,,2,2,3,4,0.9444444444444444,1.0,,1.0,False
Rv0919,Rv0919,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0920c,Rv0920c,False,,3,1,2,3,3.0,0.6150877869959483,,0.911193566611215,False
Rv0921,Rv0921,False,,1,13,4,4,0.04781704781704782,0.00022209493984410325,,0.03172219357082212,True
Rv0922,Rv0922,False,,3,7,11,13,0.3551020408163265,0.18468088333393254,,0.6475022882270176,False
Rv0923c,Rv0923c,False,,1,2,4,6,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv0924c,mntH,False,,3,6,5,5,0.42857142857142855,0.30236222523016465,,0.7580439097884962,False
Rv0925c,Rv0925c,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0926c,Rv0926c,False,,5,2,3,3,2.5757575757575757,0.4309993372983584,,0.8335072200774719,False
Rv0927c,Rv0927c,False,,1,6,2,4,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv0928,pstS3,False,,2,5,3,3,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv0929,pstC2,False,,3,5,6,6,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0930,pstA1,False,,3,2,4,6,1.457142857142857,1.0,,1.0,False
Rv0931c,pknD,False,,3,5,6,6,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0932c,pstS2,False,,6,8,7,9,0.65625,0.5600820770329243,,0.911193566611215,False
Rv0933,pstB,False,,3,3,5,5,0.9428571428571428,1.0,,1.0,False
Rv0934,pstS1,False,,7,8,10,11,0.7903225806451613,0.7761905534139057,,1.0,False
Rv0935,pstC1,False,,0,3,4,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0936,pstA2,False,,2,5,5,5,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv0937c,mku,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0938,ligD,False,,3,5,7,9,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv0939,Rv0939,False,,4,7,4,4,0.48739495798319327,0.3392471638466414,,0.8051873237689442,False
Rv0941c,Rv0941c,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0942,Rv0942,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0943c,Rv0943c,False,,1,8,6,6,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv0944,Rv0944,False,,1,7,3,3,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv0945,Rv0945,False,,2,3,5,6,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0946c,pgi,False,,4,4,8,8,0.9411764705882353,1.0,,1.0,False
Rv0948c,Rv0948c,False,,5,0,1,1,inf,0.0545624729495075,,0.3387460010613031,False
Rv0949,uvrD1,False,,3,4,5,5,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv0950c,Rv0950c,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv0951,sucC,False,,0,6,1,1,0.0,0.010514352149631367,,0.16789810076776215,False
Rv0952,sucD,False,,1,0,1,3,inf,1.0,,1.0,False
Rv0953c,Rv0953c,False,,0,3,2,2,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0954,Rv0954,False,,2,4,6,7,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv0955,Rv0955,False,,1,1,1,1,0.9459459459459459,1.0,,1.0,False
Rv0956,purN,False,,3,4,4,5,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv0957,purH,False,,0,6,3,4,0.0,0.010514352149631367,,0.16789810076776215,False
Rv0958,Rv0958,False,,3,7,9,10,0.3551020408163265,0.18468088333393254,,0.6475022882270176,False
Rv0959,Rv0959,False,,10,6,12,15,1.7857142857142858,0.40102658648297185,,0.8335072200774719,False
Rv0959A,vapB9,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0960,vapC9,False,,0,8,4,4,0.0,0.002007788931119247,,0.0900963514027561,False
Rv0961,Rv0961,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv0962c,lprP,False,,1,3,5,6,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv0963c,Rv0963c,False,,1,5,2,2,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv0964c,Rv0964c,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0966c,Rv0966c,False,,2,6,4,7,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv0968,Rv0968,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0969,ctpV,False,,8,7,10,11,1.1047619047619048,1.0,,1.0,False
Rv0970,Rv0970,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0971c,echA7,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv0972c,fadE12,False,,0,3,2,2,0.0,0.11014439096630878,,0.45614703969108017,False
Rv0973c,accA2,False,,3,7,10,11,0.3551020408163265,0.18468088333393254,,0.6475022882270176,False
Rv0974c,accD2,False,,8,2,8,10,4.533333333333333,0.08665701592372585,,0.45614703969108017,False
Rv0975c,fadE13,False,,0,5,2,2,0.0,0.023402912849179495,,0.23308133225942204,False
Rv0976c,Rv0976c,False,,1,6,4,5,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv0977,PE_PGRS16,False,,16,8,20,21,2.5454545454545454,0.08500018186065059,,0.45614703969108017,False
Rv0978c,PE_PGRS17,False,,13,14,15,38,0.8171428571428572,0.8097753766482501,,1.0,False
Rv0979c,Rv0979c,False,,1,0,1,1,inf,1.0,,1.0,False
Rv0979A,rpmF,False,,0,5,1,1,0.0,0.023402912849179495,,0.23308133225942204,False
Rv0980c,PE_PGRS18,False,,22,21,37,68,0.9821428571428571,1.0,,1.0,False
Rv0982,mprB,False,,2,2,4,5,0.9444444444444444,1.0,,1.0,False
Rv0983,pepD,False,,5,4,6,7,1.2121212121212122,1.0,,1.0,False
Rv0985c,mscL,False,,4,0,3,3,inf,0.11534590735825542,,0.47162772962516203,False
Rv0986,Rv0986,False,,8,10,9,11,0.6933333333333334,0.5919564911780534,,0.911193566611215,False
Rv0987,Rv0987,False,,6,16,18,21,0.234375,0.010508098226050465,,0.16789810076776215,False
Rv0988,Rv0988,False,,2,3,4,8,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0989c,grcC2,False,,2,3,4,4,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv0990c,Rv0990c,False,,0,7,3,5,0.0,0.004638684771896191,,0.11499396864595803,False
Rv0992c,Rv0992c,False,,3,0,1,2,inf,0.24028137726767862,,0.6477547394782668,False
Rv0993,galU,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0994,moeA1,False,,1,11,6,9,0.06142506142506143,0.0012208199130127168,,0.06869534272428701,False
Rv0995,rimJ,False,,1,1,2,4,0.9459459459459459,1.0,,1.0,False
Rv0996,Rv0996,False,,3,8,5,6,0.3,0.10829118978574412,,0.45614703969108017,False
Rv0997a,Rv0997a,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv0998,Rv0998,False,,3,3,2,2,0.9428571428571428,1.0,,1.0,False
Rv0999,Rv0999,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv1000c,Rv1000c,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1001,arcA,False,,3,8,8,9,0.3,0.10829118978574412,,0.45614703969108017,False
Rv1002c,Rv1002c,False,,0,8,5,6,0.0,0.002007788931119247,,0.0900963514027561,False
Rv1003,Rv1003,False,,1,4,4,4,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv1004c,Rv1004c,False,,1,7,6,7,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv1006,Rv1006,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv1007c,metS,False,,5,1,6,7,5.303030303030303,0.20029108540462554,,0.6475022882270176,False
Rv1008,tatD,False,,2,1,2,3,1.9444444444444444,1.0,,1.0,False
Rv1009,rpfB,False,,2,3,5,5,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv1010,ksgA,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1011,ispE,False,,3,1,3,3,3.0,0.6150877869959483,,0.911193566611215,False
Rv1012,Rv1012,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1013,pks16,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv1014c,pth,False,,2,1,2,2,1.9444444444444444,1.0,,1.0,False
Rv1015c,rplY,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1016c,lpqT,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv1017c,prsA,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv1018c,glmU,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv1019,Rv1019,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1020,mfd,False,,3,10,14,17,0.22285714285714286,0.0332281708170136,,0.28384063987063424,False
Rv1021,Rv1021,False,,0,1,2,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1022,lpqU,False,,0,2,2,4,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1023,eno,False,,5,3,5,7,1.6666666666666667,0.7115031758470607,,0.9799062775360645,False
Rv1024,Rv1024,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv1025,Rv1025,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1026,Rv1026,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv1027c,kdpE,False,,1,4,5,6,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv1028c,kdpD,False,,14,15,18,22,0.8166666666666667,0.8122037760952935,,1.0,False
Rv1029,kdpA,False,,2,4,5,8,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv1030,kdpB,False,,4,10,12,13,0.3058823529411765,0.0774223109103874,,0.44046260022970984,False
Rv1032c,trcS,False,,4,8,6,7,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv1033c,trcR,False,,0,3,3,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv1037c,esxI,False,,5,0,9,13,inf,0.0545624729495075,,0.3387460010613031,False
Rv1038c,esxJ,False,,1,3,9,10,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv1039c,PPE15,False,,5,0,4,4,inf,0.0545624729495075,,0.3387460010613031,False
Rv1040c,PE8,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1041c,Rv1041c,False,,4,2,1,2,2.0,0.6748567641704906,,0.9516178317360338,False
Rv1043c,Rv1043c,False,,5,7,6,6,0.6277056277056277,0.5381454191169177,,0.8943860809983465,False
Rv1045,Rv1045,False,,2,3,4,5,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv1047,Rv1047,False,,35,34,93,97,0.6862745098039216,1.0,,1.0,False
Rv1048c,Rv1048c,False,,2,1,3,4,1.9444444444444444,1.0,,1.0,False
Rv1050,Rv1050,False,,1,7,4,5,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv1051c,Rv1051c,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1056,Rv1056,False,,3,6,3,4,0.42857142857142855,0.30236222523016465,,0.7580439097884962,False
Rv1057,Rv1057,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1058,fadD14,False,,4,5,4,4,0.7294117647058823,0.7324847630581837,,0.9971806778192247,False
Rv1059,Rv1059,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv1061,Rv1061,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1062,Rv1062,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv1063c,Rv1063c,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv1064c,lpqV,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1065,Rv1065,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1066,Rv1066,False,,3,1,2,2,3.0,0.6150877869959483,,0.911193566611215,False
Rv1067c,PE_PGRS19,False,,12,10,22,29,1.2,0.8018563143463888,,1.0,False
Rv1068c,PE_PGRS20,False,,19,29,41,49,0.2413793103448276,0.007635573888188274,,0.1537960763274286,False
Rv1069c,Rv1069c,False,,1,6,7,9,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv1070c,echA8,False,,1,7,2,2,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv1071c,echA9,False,,4,7,7,7,0.48739495798319327,0.3392471638466414,,0.8051873237689442,False
Rv1072,Rv1072,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1073,Rv1073,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv1074c,fadA3,False,,1,4,4,5,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv1075c,Rv1075c,False,,3,2,4,5,1.457142857142857,1.0,,1.0,False
Rv1076,lipU,False,,3,2,5,6,1.457142857142857,1.0,,1.0,False
Rv1077,cbs,False,,3,2,4,4,1.457142857142857,1.0,,1.0,False
Rv1078,Rv1078,False,,2,0,2,3,inf,0.49352091817845234,,0.8335072200774719,False
Rv1079,metB,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv1080c,greA,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1082,mca,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv1084,Rv1084,False,,1,4,5,5,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv1086,Rv1086,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1087,PE_PGRS21,False,,13,11,19,26,1.1818181818181819,0.8066754198232582,,1.0,False
Rv1088,PE9,False,,2,1,2,2,1.9444444444444444,1.0,,1.0,False
Rv1091,PE_PGRS22,False,,13,21,25,35,0.37142857142857144,0.06124675669873761,,0.3624703714474538,False
Rv1092c,coaA,False,,3,6,3,3,0.42857142857142855,0.30236222523016465,,0.7580439097884962,False
RVnc0034,MTS0858,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv1093,glyA1,False,,1,2,2,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv1094,desA2,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1095,phoH2,False,,0,6,2,2,0.0,0.010514352149631367,,0.16789810076776215,False
Rv1096,Rv1096,False,,0,7,2,2,0.0,0.004638684771896191,,0.11499396864595803,False
Rv1097c,Rv1097c,False,,6,12,9,9,0.375,0.10574945147295213,,0.45614703969108017,False
Rv1098c,fum,False,,5,0,4,4,inf,0.0545624729495075,,0.3387460010613031,False
Rv1099c,glpX,False,,3,1,2,4,3.0,0.6150877869959483,,0.911193566611215,False
Rv1101c,Rv1101c,False,,1,6,4,4,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv1103c,mazE3,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1106c,Rv1106c,False,,4,9,5,5,0.35294117647058826,0.13187969254550178,,0.5306623269850212,False
Rv1107c,xseB,False,,1,1,1,1,0.9459459459459459,1.0,,1.0,False
Rv1108c,xseA,False,,4,2,4,5,2.0,0.6748567641704906,,0.9516178317360338,False
Rv1110,lytB2,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1111c,Rv1111c,False,,3,1,2,3,3.0,0.6150877869959483,,0.911193566611215,False
Rv1112,Rv1112,False,,2,8,4,4,0.19444444444444445,0.04377157393176042,,0.33514088463950475,False
Rv1114,vapC32,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv1115,Rv1115,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv1117,Rv1117,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv1118c,Rv1118c,False,,0,7,4,4,0.0,0.004638684771896191,,0.11499396864595803,False
Rv1119c,Rv1119c,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1120c,Rv1120c,False,,1,0,1,1,inf,1.0,,1.0,False
Rv1121,zwf1,False,,2,4,6,6,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv1122,gnd2,False,,3,8,6,6,0.3,0.10829118978574412,,0.45614703969108017,False
Rv1123c,bpoB,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv1124,ephC,False,,3,5,3,4,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
